Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
Alex Iwobi,26,NGR,OS,22/23,Premier League,Domestic leagues,38,3381,2,7,6.97,42,15,3,64,8,55,1097,78.8,73,51.4,29,27.9,8,2,0,0,32,69,25,12,10,2.46,4.33,9,6.79,25.000.000
Alex Iwobi,25,NGR,OS,21/22,Premier League,Domestic leagues,28,2045,2,2,6.74,24,6,3,37,3,32,554,79.6,29,48.3,11,34.4,5,1,0,0,31,40,20,9,9,,,4,,18.000.000
Alex Iwobi,24,NGR,OS,20/21,Premier League,Domestic leagues,30,1557,1,2,6.74,15,3,1,17,3,45,494,83.0,25,51.0,10,14.5,1,0,0,0,12,27,16,8,3,,,3,,22.000.000
Alex Iwobi,23,NGR,OS,19/20,Premier League,Domestic leagues,25,1601,1,0,6.75,23,10,3,24,2,32,444,79.7,28,57.1,12,25.0,0,0,0,1,21,25,14,5,8,,,1,,25.500.000
Alex Iwobi,22,NGR,OS,18/19,Premier League,Domestic leagues,35,1972,3,6,6.76,35,14,3,41,10,46,740,77.8,27,48.2,12,21.1,1,0,0,1,19,28,12,11,4,,,9,,25.000.000
Alex Iwobi,21,NGR,OS,17/18,Premier League,Domestic leagues,26,1843,3,5,7.10,45,23,2,38,6,36,985,86.6,28,59.6,3,15.0,1,1,0,0,13,19,7,11,3,,,8,,10.000.000
Alex Iwobi,20,NGR,OS,16/17,Premier League,Domestic leagues,26,1462,3,3,6.96,39,11,2,27,2,28,785,87.6,19,57.6,4,22.2,1,1,0,0,11,19,8,17,4,,,6,,10.000.000
Alex Iwobi,19,NGR,OS,15/16,Premier League,Domestic leagues,13,632,2,2,7.00,15,7,0,12,3,16,315,85.6,6,50.0,0,,0,0,0,0,3,8,3,2,1,,,4,,1.000.000
Alex Iwobi,22,NGR,OS,18/19,UEFA Europa League,International competitions,11,556,2,2,7.01,13,5,0,17,4,18,237,81.2,11,78.6,4,26.7,2,0,0,0,6,8,1,2,1,,,4,,25.000.000
Alex Iwobi,21,NGR,OS,17/18,UEFA Europa League,International competitions,6,334,0,1,6.95,8,1,1,11,1,17,219,87.3,5,62.5,0,,1,0,0,0,4,3,1,3,1,,,1,,10.000.000
Alex Iwobi,20,NGR,OS,16/17,UEFA Champions League,International competitions,7,411,1,0,6.57,6,3,0,1,0,3,196,86.7,9,81.8,0,,0,0,0,0,4,6,2,2,,,,1,,10.000.000
Alex Iwobi,19,NGR,OS,15/16,UEFA Champions League,International competitions,2,77,0,0,6.80,2,0,0,2,0,1,27,79.4,0,,,,0,0,0,0,1,0,2,1,,,,0,,1.000.000
Alex Moreno,31,ESP,D,24/25,Premier League,Domestic leagues,15,966,0,1,6.71,6,0,0,8,2,8,249,77.8,6,27.3,5,26.3,1,2,0,0,24,25,15,5,3,0.16,1.12,1,1.29,7.000.000
Alex Moreno,30,ESP,D,23/24,Premier League,Domestic leagues,21,1046,2,0,6.76,8,4,1,11,1,15,339,83.3,13,68.4,4,10.8,2,2,0,0,7,18,13,1,4,1.14,1.00,2,2.14,13.000.000
Alex Moreno,29,ESP,D,22/23,Premier League,Domestic leagues,19,1335,0,3,6.63,13,3,0,22,2,23,460,79.4,9,30.0,15,31.3,4,3,0,1,23,23,7,3,9,0.61,2.58,3,3.19,15.000.000
Alex Moreno,29,ESP,D,22/23,LaLiga,Domestic leagues,15,1350,0,3,6.82,13,4,3,9,2,14,407,77.4,18,34.0,4,14.3,6,1,0,0,18,29,17,4,9,1.27,1.42,3,2.69,20.000.000
Alex Moreno,28,ESP,D,21/22,LaLiga,Domestic leagues,30,2407,5,3,6.88,27,8,4,21,2,23,798,76.2,29,27.4,13,15.5,7,4,1,1,27,76,34,8,24,,,8,,18.000.000
Alex Moreno,27,ESP,D,20/21,LaLiga,Domestic leagues,23,1786,0,2,6.79,11,3,1,18,5,26,743,78.5,37,34.9,8,19.0,6,4,0,0,23,42,35,1,24,,,2,,6.000.000
Alex Moreno,26,ESP,D,19/20,LaLiga,Domestic leagues,31,2271,0,4,6.62,24,8,5,25,4,47,766,78.5,28,30.4,20,25.3,3,5,0,1,20,37,23,8,20,,,4,,5.500.000
Alex Moreno,25,ESP,D,18/19,LaLiga,Domestic leagues,36,3139,1,1,6.68,25,7,0,34,3,57,839,76.3,46,37.4,15,14.6,6,5,0,0,24,63,41,9,30,,,2,,7.500.000
Alex Moreno,24,ESP,D,17/18,LaLiga 2,Domestic leagues,40,3501,3,2,7.03,36,13,2,33,3,85,1337,81.1,44,33.6,17,13.1,13,2,0,0,35,93,72,7,50,,,5,,3.000.000
Alex Moreno,23,ESP,D,16/17,LaLiga 2,Domestic leagues,37,2682,4,5,6.74,49,12,1,30,6,58,823,78.3,34,45.9,18,11.0,8,2,0,0,28,77,44,12,41,,,9,,800.000
Alex Moreno,22,ESP,D,15/16,LaLiga 2,Domestic leagues,40,2710,2,3,6.52,60,14,6,23,1,60,512,73.6,19,36.5,21,16.2,5,4,0,0,39,63,56,17,25,,,5,,800.000
Alex Moreno,30,ESP,D,23/24,UEFA Conference League,International competitions,5,259,1,0,6.78,1,1,0,1,0,1,80,81.6,0,,0,,1,0,0,0,2,4,0,0,3,0.34,0.15,1,0.48,13.000.000
Alex Moreno,29,ESP,D,22/23,UEFA Europa League,International competitions,4,79,0,0,6.70,,,0,0,0,2,30,83.3,2,66.7,0,,0,0,0,0,2,4,1,,1,0.00,0.01,0,0.01,20.000.000
Alex Moreno,28,ESP,D,21/22,UEFA Europa League,International competitions,7,396,0,0,6.49,,,0,1,0,4,148,80.0,4,26.7,0,,1,1,0,0,2,7,12,,2,,,0,,18.000.000
Alex Scott,21,ENG,OS,24/25,Premier League,Domestic leagues,20,751,0,0,6.81,15,7,0,12,1,6,283,85.2,15,65.2,2,28.6,0,3,0,0,23,27,10,4,7,0.75,1.01,0,1.77,20.000.000
Alex Scott,20,ENG,OS,23/24,Premier League,Domestic leagues,23,1017,1,1,6.80,15,4,0,22,4,13,350,81.0,15,51.7,7,19.4,1,3,0,1,16,24,12,5,17,0.72,1.06,2,1.78,20.000.000
Alex Scott,19,ENG,OS,22/23,Championship,Domestic leagues,42,3392,1,4,6.83,35,11,1,38,4,46,1118,79.3,72,56.7,24,25.5,7,10,0,1,46,77,37,13,47,,,5,,20.000.000
Alex Scott,18,ENG,OS,21/22,Championship,Domestic leagues,38,2762,4,2,6.90,24,9,2,33,6,29,689,74.8,55,39.9,35,30.2,3,12,0,1,46,62,48,5,28,,,6,,800.000
Alex Scott,17,ENG,OS,20/21,Championship,Domestic leagues,3,154,0,0,6.53,2,1,0,2,0,5,42,72.4,1,16.7,1,33.3,0,0,0,0,2,4,1,1,1,,,0,,50.000
Alexander Isak,25,SWE,F,24/25,Premier League,Domestic leagues,34,2769,23,6,7.29,99,46,18,42,11,42,507,77.1,15,57.7,3,18.8,3,1,0,0,10,12,3,23,27,20.42,3.60,29,24.02,120.000.000
Alexander Isak,24,SWE,F,23/24,Premier League,Domestic leagues,30,2265,21,2,7.17,78,43,21,27,5,42,379,80.0,10,66.7,0,,3,1,0,0,6,5,6,14,10,20.29,2.77,23,23.07,75.000.000
Alexander Isak,23,SWE,F,22/23,Premier League,Domestic leagues,22,1523,10,1,7.01,51,25,5,16,2,32,274,77.8,15,88.2,1,14.3,1,3,0,0,18,18,4,18,23,8.29,1.37,11,9.66,70.000.000
Alexander Isak,23,SWE,F,22/23,LaLiga,Domestic leagues,2,154,1,0,6.80,3,1,0,2,0,2,17,63.0,1,50.0,0,,0,0,0,0,0,1,0,2,,0.21,0.04,1,0.25,30.000.000
Alexander Isak,22,SWE,F,21/22,LaLiga,Domestic leagues,32,2155,6,2,6.78,73,35,11,20,7,44,310,74.3,5,41.7,3,17.6,1,6,0,0,10,7,3,19,29,,,8,,40.000.000
Alexander Isak,21,SWE,F,20/21,LaLiga,Domestic leagues,34,2359,17,2,7.02,81,42,16,10,3,38,312,72.7,9,60.0,6,33.3,0,4,0,0,5,9,3,18,40,,,19,,30.000.000
Alexander Isak,20,SWE,F,19/20,LaLiga,Domestic leagues,37,1501,9,1,6.74,44,22,8,14,5,17,212,73.4,2,40.0,3,33.3,0,4,0,0,7,7,3,8,24,,,10,,22.500.000
Alexander Isak,19,SWE,F,18/19,Eredivisie,Domestic leagues,16,1368,13,6,7.49,55,33,11,24,7,32,227,72.5,6,100.0,1,100.0,1,0,0,0,7,11,2,11,33,,,19,,8.000.000
Alexander Isak,18,SWE,F,17/18,Bundesliga,Domestic leagues,5,116,0,0,6.53,5,0,1,2,0,1,18,75.0,,,0,,0,0,0,0,1,1,0,1,4,,,0,,6.000.000
Alexander Isak,24,SWE,F,23/24,UEFA Champions League,International competitions,5,312,1,0,6.72,6,3,1,3,1,2,53,79.1,2,50.0,,,0,0,0,0,0,1,0,1,3,1.42,0.11,1,1.53,75.000.000
Alexander Isak,18,SWE,F,17/18,UEFA Champions League,International competitions,1,8,0,0,6.30,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,0,,6.000.000
Alexander Isak,22,SWE,F,21/22,UEFA Europa League,International competitions,6,414,3,0,6.80,14,6,3,5,0,10,66,81.5,3,75.0,0,,0,1,0,0,0,0,3,6,7,,,3,,40.000.000
Alexander Isak,21,SWE,F,20/21,UEFA Europa League,International competitions,8,469,0,0,6.49,15,4,5,4,0,4,59,68.6,2,100.0,0,,0,0,0,0,1,2,0,5,10,,,0,,30.000.000
Alexander Isak,18,SWE,F,17/18,UEFA Europa League,International competitions,3,58,0,0,6.50,3,1,1,1,0,1,8,50.0,,,,,0,0,0,0,0,0,0,1,3,,,0,,6.000.000
Alexis Mac Allister,26,ARG,OS,24/25,Premier League,Domestic leagues,35,2607,5,5,7.24,38,14,2,45,6,16,1242,87.2,49,56.3,22,25.6,9,6,0,1,49,95,22,13,19,2.83,5.64,10,8.47,100.000.000
Alexis Mac Allister,25,ARG,OS,23/24,Premier League,Domestic leagues,33,2609,5,5,7.24,44,9,2,47,3,18,1692,87.8,61,57.5,10,31.3,4,7,1,1,66,99,35,19,31,3.66,4.89,10,8.56,80.000.000
Alexis Mac Allister,24,ARG,OS,22/23,Premier League,Domestic leagues,35,2886,10,2,7.21,86,34,5,47,4,42,1573,87.2,65,67.7,8,27.6,7,8,0,1,36,70,22,20,25,12.08,4.38,12,16.45,65.000.000
Alexis Mac Allister,23,ARG,OS,21/22,Premier League,Domestic leagues,33,2120,5,2,6.99,60,11,4,32,2,21,839,84.4,48,70.6,15,22.7,4,4,0,0,39,65,13,28,25,,,7,,42.000.000
Alexis Mac Allister,22,ARG,OS,20/21,Premier League,Domestic leagues,21,1116,1,1,6.74,24,3,1,16,2,16,320,80.8,16,59.3,0,,2,1,0,0,27,26,9,13,8,,,2,,10.000.000
Alexis Mac Allister,21,ARG,OS,19/20,Premier League,Domestic leagues,9,352,0,0,6.63,7,1,1,5,0,2,74,75.5,2,33.3,3,13.0,0,0,0,0,4,9,1,3,3,,,0,,11.000.000
Alexis Mac Allister,21,ARG,OS,19/20,Liga Profesional de Fútbol,Domestic leagues,13,719,1,1,6.92,24,12,2,15,2,9,213,77.2,11,64.7,16,34.0,0,1,0,0,11,10,1,5,4,,,2,,12.500.000
Alexis Mac Allister,20,ARG,OS,18/19,Liga Profesional de Fútbol,Domestic leagues,19,1544,5,1,7.15,65,16,5,41,4,31,486,76.1,35,56.5,26,24.8,5,4,0,0,18,27,10,28,16,,,6,,10.000.000
Alexis Mac Allister,19,ARG,OS,17/18,Liga Profesional de Fútbol,Domestic leagues,24,1319,2,6,6.96,44,9,1,29,3,28,589,78.8,47,58.0,14,32.6,0,2,0,0,25,23,18,11,15,,,8,,5.000.000
Alexis Mac Allister,26,ARG,OS,24/25,UEFA Champions League,International competitions,8,674,2,0,7.54,8,3,0,16,5,4,300,88.0,12,70.6,6,33.3,5,5,0,0,15,19,8,2,2,1.43,2.16,2,3.59,100.000.000
Alexis Mac Allister,25,ARG,OS,23/24,UEFA Europa League,International competitions,6,409,1,2,7.12,5,1,0,7,1,2,255,86.1,9,40.9,0,,1,0,0,0,6,8,8,3,1,0.99,0.73,3,1.72,80.000.000
Alexis Mac Allister,21,ARG,OS,2019,CONMEBOL Libertadores,International competitions,6,492,1,2,7.62,16,5,1,18,3,9,131,78.0,3,30.0,11,39.3,2,2,0,0,8,14,7,6,7,,,3,,12.500.000
Alexis Mac Allister,21,ARG,OS,2019,CONMEBOL Sudamericana,International competitions,4,330,0,1,7.83,17,4,0,11,2,10,95,73.6,6,46.2,5,22.7,1,0,0,0,4,7,2,2,1,,,1,,12.500.000
Amadou Onana,23,BEL,OS,24/25,Premier League,Domestic leagues,26,1631,3,0,6.95,17,6,2,10,1,14,701,87.7,18,56.3,2,100.0,2,4,0,2,13,55,26,4,33,2.12,0.84,3,2.96,50.000.000
Amadou Onana,22,BEL,OS,23/24,Premier League,Domestic leagues,30,2090,2,0,7.06,29,6,1,18,4,12,869,84.9,61,70.9,1,33.3,5,5,0,0,21,71,21,8,53,2.01,1.37,2,3.38,50.000.000
Amadou Onana,21,BEL,OS,22/23,Premier League,Domestic leagues,33,2504,1,2,6.92,34,6,4,22,2,18,815,84.0,41,63.1,0,,5,9,0,0,12,72,37,6,60,3.01,1.67,3,4.68,45.000.000
Amadou Onana,20,BEL,OS,21/22,Ligue 1,Domestic leagues,32,1367,1,0,6.85,15,6,4,15,3,13,515,83.5,36,63.2,0,,2,2,1,0,7,48,30,2,25,,,1,,10.000.000
Amadou Onana,19,BEL,OS,20/21,2. Bundesliga,Domestic leagues,25,1509,2,0,6.98,11,5,0,9,1,17,558,78.5,56,67.5,1,100.0,0,7,1,0,8,51,20,1,41,,,2,,3.000.000
Amadou Onana,23,BEL,OS,24/25,UEFA Champions League,International competitions,5,272,1,0,6.92,3,2,0,2,0,2,95,89.6,6,100.0,,,1,0,0,0,1,7,1,1,4,0.16,0.06,1,0.22,50.000.000
Amadou Onana,20,BEL,OS,21/22,UEFA Champions League,International competitions,8,265,0,0,6.70,2,0,0,5,1,3,79,79.0,7,53.8,,,0,0,0,0,1,9,0,1,9,,,0,,10.000.000
Andre,23,BRA,OS,24/25,Premier League,Domestic leagues,33,2495,0,0,6.92,10,1,0,18,1,16,1245,93.0,54,74.0,,,5,7,0,0,26,91,37,2,2,0.42,0.66,0,1.07,28.000.000
Andre,23,BRA,OS,2024,Brasileirão Betano,Domestic leagues,12,1073,0,1,7.06,3,0,0,6,0,11,691,94.4,33,73.3,,,5,5,0,0,6,24,15,1,4,0.06,0.19,1,0.25,25.000.000
Andre,22,BRA,OS,2023,Brasileirão Betano,Domestic leagues,31,2650,0,0,7.04,12,3,0,19,0,38,2348,94.8,104,74.8,0,,9,11,1,2,23,57,31,4,12,0.39,1.24,0,1.63,15.000.000
Andre,21,BRA,OS,2022,Brasileirão Betano,Domestic leagues,34,3017,1,1,7.06,28,10,0,28,2,73,2259,92.5,95,76.6,3,60.0,11,9,1,0,35,55,36,8,10,1.01,1.85,2,2.86,10.000.000
Andre,20,BRA,OS,2021,Brasileirão Betano,Domestic leagues,26,1916,1,1,6.90,16,5,0,11,2,41,1094,91.1,61,76.3,0,,5,6,0,0,33,42,21,5,7,,,2,,2.000.000
Andre,19,BRA,OS,20/21,Brasileirão Betano,Domestic leagues,10,288,0,0,6.60,,,0,2,0,1,181,92.8,6,85.7,,,1,2,0,0,5,5,9,,1,,,0,,500.000
Andre,23,BRA,OS,2024,Carioca,Domestic leagues,7,531,0,0,6.96,1,0,0,1,0,4,510,97.7,22,78.6,0,,2,2,1,0,5,3,10,0,4,0.00,0.00,0,0.00,25.000.000
Andre,22,BRA,OS,2023,Carioca,Domestic leagues,12,1004,0,0,7.22,11,2,0,4,0,27,842,94.1,38,63.3,0,,1,5,1,0,15,4,17,4,5,0.44,0.10,0,0.54,15.000.000
Andre,21,BRA,OS,2022,Carioca,Domestic leagues,11,842,1,0,7.08,11,2,0,2,0,25,447,91.4,14,56.0,0,,2,4,0,0,7,4,10,3,5,0.17,0.04,1,0.21,8.000.000
Andre,23,BRA,OS,2024,CONMEBOL Libertadores,International competitions,5,405,0,0,7.06,3,0,0,0,0,3,318,97.0,8,100.0,,,0,0,0,0,3,7,4,2,3,0.06,0.11,0,0.17,25.000.000
Andre,22,BRA,OS,2023,CONMEBOL Libertadores,International competitions,13,1138,1,0,7.16,6,2,0,3,0,20,854,93.3,32,62.7,0,,3,2,0,0,6,36,16,2,5,0.27,0.43,1,0.71,15.000.000
Andre,21,BRA,OS,2022,CONMEBOL Libertadores,International competitions,4,360,0,1,7.35,1,0,0,2,0,7,190,92.7,12,80.0,0,,1,1,0,0,2,16,4,0,2,,,1,,8.000.000
Andre,20,BRA,OS,2021,CONMEBOL Libertadores,International competitions,4,202,0,0,6.90,1,0,0,1,0,3,116,87.2,5,62.5,1,100.0,0,1,0,0,3,8,4,0,3,,,0,,2.000.000
Andre,23,BRA,OS,2024,CONMEBOL Recopa,International competitions,2,180,0,0,7.15,1,0,0,1,0,0,131,96.3,3,100.0,,,1,0,0,0,1,3,1,0,2,,,0,,25.000.000
Andre,22,BRA,OS,23/24,FIFA Club World Cup,International competitions,2,180,0,0,6.90,,,0,1,0,0,177,96.7,2,100.0,,,1,0,0,0,1,2,3,,,,,0,,25.000.000
Andre,21,BRA,OS,2022,CONMEBOL Sudamericana,International competitions,5,367,0,0,6.96,4,0,0,2,0,13,276,91.1,13,76.5,,,1,1,0,0,6,10,3,0,2,,,0,,8.000.000
Andreas Pereira,28,BRA,OS,24/25,Premier League,Domestic leagues,33,2022,2,4,6.92,39,9,4,57,7,14,611,77.7,36,44.4,51,29.8,1,8,0,1,32,24,8,13,14,3.81,4.61,6,8.41,20.000.000
Andreas Pereira,27,BRA,OS,23/24,Premier League,Domestic leagues,37,2637,3,7,7.06,52,16,3,85,9,19,838,78.8,50,46.7,67,30.5,3,6,0,0,30,25,4,12,14,4.64,5.67,10,10.31,20.000.000
Andreas Pereira,26,BRA,OS,22/23,Premier League,Domestic leagues,33,2714,4,6,6.86,62,23,4,61,7,17,630,73.7,52,54.7,67,34.2,0,8,0,0,25,18,6,14,9,7.33,4.09,10,11.42,13.000.000
Andreas Pereira,23,BRA,OS,19/20,Premier League,Domestic leagues,25,1488,1,3,6.65,37,14,1,32,6,20,550,78.3,30,51.7,10,15.4,1,3,0,0,29,24,7,9,10,,,4,,20.000.000
Andreas Pereira,22,BRA,OS,18/19,Premier League,Domestic leagues,15,600,1,1,6.54,8,2,0,9,2,7,291,82.4,12,48.0,3,25.0,0,5,0,1,11,8,11,5,3,,,2,,8.000.000
Andreas Pereira,19,BRA,OS,15/16,Premier League,Domestic leagues,4,80,0,0,6.47,,,0,3,0,4,42,85.7,0,,4,36.4,0,2,0,0,4,1,1,,,,,0,,500.000
Andreas Pereira,26,BRA,OS,2022,Brasileirão Betano,Domestic leagues,13,796,2,1,6.93,19,6,0,12,1,5,333,81.8,22,55.0,11,21.6,1,2,0,0,13,8,4,3,9,1.06,1.53,3,2.60,7.500.000
Andreas Pereira,25,BRA,OS,2021,Brasileirão Betano,Domestic leagues,18,1387,5,1,7.05,25,8,1,29,2,26,677,84.7,50,67.6,17,24.3,5,3,0,0,29,26,11,10,6,,,6,,8.500.000
Andreas Pereira,26,BRA,OS,2022,Carioca,Domestic leagues,8,569,0,0,7.11,11,3,0,8,0,13,276,87.1,10,55.6,1,20.0,0,4,0,0,11,1,11,2,4,0.63,0.62,0,1.25,7.500.000
Andreas Pereira,24,BRA,OS,20/21,Serie A,Domestic leagues,26,536,1,2,6.57,14,5,1,13,3,7,177,76.6,17,65.4,7,14.3,0,6,1,0,10,5,1,3,2,,,3,,10.000.000
Andreas Pereira,21,BRA,OS,17/18,LaLiga,Domestic leagues,23,1076,1,3,6.66,14,6,1,21,2,17,240,71.6,13,54.2,20,30.8,0,5,0,0,20,26,11,4,13,,,4,,5.000.000
Andreas Pereira,20,BRA,OS,16/17,LaLiga,Domestic leagues,35,2830,5,3,6.72,74,26,2,53,5,75,846,76.1,74,48.7,30,18.9,2,9,0,0,27,43,31,18,24,,,8,,3.000.000
Andreas Pereira,26,BRA,OS,2022,CONMEBOL Libertadores,International competitions,7,428,1,1,7.01,12,7,1,9,1,7,180,77.6,16,80.0,3,30.0,2,3,0,0,4,6,5,2,5,,,2,,7.500.000
Andreas Pereira,25,BRA,OS,2021,CONMEBOL Libertadores,International competitions,3,272,0,0,6.97,5,0,0,4,1,1,132,84.1,12,70.6,5,55.6,0,1,0,1,5,8,2,1,2,,,0,,8.500.000
Andreas Pereira,24,BRA,OS,20/21,UEFA Champions League,International competitions,5,139,0,1,6.76,3,1,0,4,1,1,49,79.0,2,66.7,4,28.6,0,0,0,0,3,6,1,2,,,,1,,10.000.000
Andreas Pereira,22,BRA,OS,18/19,UEFA Champions League,International competitions,4,195,0,0,6.63,2,1,0,2,0,2,85,82.5,3,60.0,2,28.6,0,0,0,0,2,2,1,0,3,,,0,,8.000.000
Andreas Pereira,19,BRA,OS,15/16,UEFA Champions League,International competitions,1,28,0,0,6.40,1,0,0,0,0,0,5,55.6,1,25.0,,,0,0,0,0,1,0,0,1,,,,0,,500.000
Andreas Pereira,23,BRA,OS,19/20,UEFA Europa League,International competitions,6,230,1,0,6.82,8,4,0,5,0,5,97,81.5,7,58.3,5,41.7,1,1,0,0,4,9,2,2,,,,1,,20.000.000
Andreas Pereira,19,BRA,OS,15/16,UEFA Europa League,International competitions,2,16,0,0,6.60,1,0,0,1,0,1,9,90.0,,,1,50.0,0,0,0,0,0,0,0,0,,,,0,,500.000
Andres Garcia,21,ESP,D,24/25,Premier League,Domestic leagues,7,325,0,0,6.41,2,0,0,3,1,5,146,92.4,3,50.0,5,27.8,0,0,0,1,4,9,2,1,,0.04,0.45,0,0.49,7.000.000
Andres Garcia,21,ESP,D,24/25,LaLiga 2,Domestic leagues,22,1939,3,3,7.08,18,5,0,30,9,25,599,78.4,41,33.6,30,26.8,4,3,0,0,11,42,19,4,12,,,6,,1.200.000
Andres Garcia,20,ESP,D,23/24,LaLiga 2,Domestic leagues,24,1500,1,3,6.82,18,6,0,20,1,27,482,79.9,36,45.0,19,24.1,6,0,0,1,8,25,12,4,8,,,4,,400.000
Andres Garcia,19,ESP,D,22/23,LaLiga 2,Domestic leagues,1,11,0,0,6.70,,,0,1,0,1,2,66.7,,,,,0,0,0,0,0,0,0,,,,,0,,200.000
Andrew Robertson,30,SCO,D,24/25,Premier League,Domestic leagues,33,2492,0,1,6.82,15,3,2,40,7,7,1356,88.0,61,45.2,34,23.1,6,3,1,1,20,39,21,2,7,1.17,4.26,1,5.43,25.000.000
Andrew Robertson,29,SCO,D,23/24,Premier League,Domestic leagues,23,1691,3,2,7.43,12,7,0,65,10,5,1091,87.7,47,49.0,56,30.4,2,2,0,0,17,35,13,3,14,1.95,4.40,5,6.35,35.000.000
Andrew Robertson,28,SCO,D,22/23,Premier League,Domestic leagues,34,2589,0,8,6.95,13,4,1,53,11,17,1545,84.2,54,38.6,55,28.2,7,3,0,0,20,38,18,5,22,1.31,6.50,8,7.82,55.000.000
Andrew Robertson,27,SCO,D,21/22,Premier League,Domestic leagues,29,2541,3,10,7.36,18,8,0,56,9,13,1642,85.2,59,41.0,45,23.1,16,5,1,0,15,36,23,4,26,,,13,,65.000.000
Andrew Robertson,26,SCO,D,20/21,Premier League,Domestic leagues,38,3385,1,7,7.07,19,5,1,66,11,28,2263,84.4,79,39.1,60,20.4,10,2,0,1,29,46,21,5,30,,,8,,75.000.000
Andrew Robertson,25,SCO,D,19/20,Premier League,Domestic leagues,36,3113,2,12,7.18,22,6,2,61,14,22,2084,83.8,84,43.3,41,19.5,9,2,0,0,34,55,38,7,32,,,14,,80.000.000
Andrew Robertson,24,SCO,D,18/19,Premier League,Domestic leagues,36,3219,0,11,7.15,16,5,0,53,15,28,1993,83.2,80,37.6,21,15.6,19,4,0,0,31,80,30,3,24,,,11,,50.000.000
Andrew Robertson,23,SCO,D,17/18,Premier League,Domestic leagues,22,1943,1,5,7.13,12,2,0,24,8,9,1237,87.1,41,41.8,11,12.5,9,2,0,0,14,31,26,3,15,,,6,,10.000.000
Andrew Robertson,22,SCO,D,16/17,Premier League,Domestic leagues,33,2736,1,2,6.68,7,1,0,19,1,26,936,76.0,79,36.1,21,17.6,5,5,0,0,23,54,55,3,9,,,3,,7.000.000
Andrew Robertson,21,SCO,D,15/16,Championship,Domestic leagues,40,3403,3,3,6.93,20,5,1,54,5,53,1531,76.2,110,32.3,26,19.5,16,5,0,1,35,52,50,4,24,,,6,,5.000.000
Andrew Robertson,30,SCO,D,24/25,UEFA Champions League,International competitions,8,551,0,1,7.08,3,0,0,9,3,4,354,88.7,10,41.7,5,14.7,3,2,0,0,9,6,5,1,1,0.45,1.23,1,1.67,25.000.000
Andrew Robertson,28,SCO,D,22/23,UEFA Champions League,International competitions,5,379,0,2,6.72,2,0,0,8,0,3,197,85.7,9,56.3,7,21.9,0,0,0,0,3,2,2,1,4,0.11,0.63,2,0.74,55.000.000
Andrew Robertson,27,SCO,D,21/22,UEFA Champions League,International competitions,10,826,0,3,7.22,5,2,0,25,3,9,495,83.9,17,40.5,16,27.6,2,1,0,0,10,9,12,1,11,,,3,,65.000.000
Andrew Robertson,26,SCO,D,20/21,UEFA Champions League,International competitions,10,753,0,0,6.87,4,0,0,13,0,7,436,80.3,17,37.8,12,31.6,5,1,0,0,5,6,6,0,6,,,0,,75.000.000
Andrew Robertson,25,SCO,D,19/20,UEFA Champions League,International competitions,8,649,1,0,6.90,9,2,1,6,0,3,519,87.1,27,54.0,9,23.1,1,2,0,0,7,14,7,2,6,,,1,,80.000.000
Andrew Robertson,24,SCO,D,18/19,UEFA Champions League,International competitions,12,1008,0,2,6.90,6,3,0,10,4,7,507,79.1,32,39.0,4,15.4,3,3,0,0,9,30,7,1,5,,,2,,50.000.000
Andrew Robertson,23,SCO,D,17/18,UEFA Champions League,International competitions,6,540,0,0,6.88,3,1,0,7,2,5,201,82.0,8,30.8,3,21.4,2,1,0,0,10,11,5,1,4,,,0,,10.000.000
Andrew Robertson,29,SCO,D,23/24,UEFA Europa League,International competitions,4,304,0,0,6.95,2,1,1,5,0,0,295,91.6,7,36.8,6,40.0,0,0,0,0,2,5,0,0,,0.35,0.43,0,0.78,35.000.000
Andrew Robertson,25,SCO,D,19/20,UEFA Super Cup,International competitions,1,90,0,0,6.70,,,0,1,0,0,43,78.2,5,71.4,0,,0,0,0,0,0,3,0,,1,,,0,,80.000.000
Andy Irving,24,SCO,OS,24/25,Premier League,Domestic leagues,10,178,0,0,6.71,4,2,0,1,1,1,108,90.0,7,87.5,1,50.0,0,2,0,0,4,7,1,1,1,0.12,0.13,0,0.25,5.000.000
Andy Irving,23,SCO,OS,23/24,Austrian Bundesliga,Domestic leagues,28,1941,9,4,7.31,46,18,1,34,7,32,853,75.9,77,62.6,23,25.6,2,5,0,1,27,51,26,12,41,,,13,,1.700.000
Andy Irving,22,SCO,OS,22/23,Austrian Bundesliga,Domestic leagues,31,2231,5,6,6.99,33,11,0,44,10,49,888,77.6,101,59.8,18,23.4,1,5,0,1,34,37,27,8,37,,,11,,800.000
Andy Irving,19,SCO,OS,19/20,Scottish Premiership,Domestic leagues,13,896,0,1,6.65,8,4,0,15,3,11,388,74.6,37,48.1,12,21.1,2,2,0,0,14,15,11,2,15,,,1,,325.000
